GrB WER CER EER NHU EHU CHU SMI CMI NCMI NMI WON EON WSU CSU ESU LSC NR SB SMR WB NCGeB CON
19790328 96.6 8.5 33.5 61.9 43.4 37.4 27.6 5 5 29.3 63.6 5 17.3 97.4 91.4 72.2 5 NA 56.1 99.4 91.6 70.7 5.1
19790329 96.5 7.9 27.6 57.1 38 34.8 25.7 5 5 26.9 64.2 5 14.8 97.4 90.6 64.7 5 NA 50 99.4 88.4 67.6 5.1
19790330 96.3 7 23.7 50.9 31 31.6 22.4 5 5 24.7 62.8 5 12.3 94.2 89.2 54.7 5 NA 47.7 98.1 85.1 65.1 5.1
19790331 96.2 6.4 17.8 46.1 25.6 29.1 20.5 5 5 22.2 63.5 5 9.7 94.2 88.4 47.1 5 NA 41.6 98.1 81.9 61.9 5
19790401 94.2 5.6 12.8 41.2 19.9 25 16.1 5 5 18.1 63 5 7.6 95 87 37.8 5 NA 37.9 97.5 79.6 58.7 5
19790402 94.1 5 7 36.4 14.4 22.4 14.2 5 5 15.7 63.6 5 5 95 86.2 30.3 5 NA 31.8 97.5 76.4 55.5 5
19790403 94.4 5 7 34.3 13.9 19.8 13.1 5 5 14.2 58.1 5 5 95 86.4 31.1 5 NA 31 97.3 77.3 52.6 5
19790404 96.3 5 6.3 31.3 12.8 18.6 12.6 5 5 12.9 52.9 6.1 5 94 86.3 32.9 5 NA 31.5 97.2 78.9 49.6 5
19790405 96.6 5 6.3 29.2 12.2 16 11.5 5 5 11.5 47.3 6.1 5 94 86.5 33.7 5 NA 30.6 97 79.7 46.7 5
19790406 96.9 5 5.7 26.3 11.9 15 11.2 5 5 9.5 43 7.1 5 95.7 87.3 35 5 NA 31.5 96.8 80.7 44.3 5.1
19790407 97.2 5 5.7 24.2 11.3 12.3 10.1 5 5 8.1 37.4 7.1 5 95.7 87.5 35.8 5 NA 30.6 96.6 81.5 41.3 5.1
19790408 99.1 5 5.1 21.2 10.2 11.2 9.6 5 5 6.7 32.2 8.2 5 94.7 87.4 37.7 5 NA 31.1 96.4 83.1 38.4 5.1
19790409 99.4 5 5.1 19.1 9.7 8.6 8.5 5 5 5.3 26.7 8.2 5 94.7 87.6 38.4 5 NA 30.3 96.2 83.9 35.4 5.1
19790410 97.4 5 5.1 17.6 9.3 8.3 8 5 5 5.4 25.6 8.2 5 92.2 84.4 35.8 5 NA 26.9 93.5 81.3 33.6 5.1
19790411 95.7 5 5 16.2 9.1 8.2 7.5 5 5 5.3 24.2 7.1 5 87.8 79.9 32.3 5 NA 23.5 92 77.7 32.7 5.1
19790412 93.7 5 5 14.7 8.7 7.9 7.1 5 5 5.4 23.1 7.1 5 85.3 76.7 29.7 5 NA 20.2 89.2 75.1 30.9 5.1
19790413 87.2 5 5 13.3 8.4 7.7 6.6 5 5 5.4 19.9 6.1 5 82 72.2 27.7 5 NA 15.1 84.5 70.4 26.9 5
19790414 85.1 5 5 11.8 8 7.4 6.1 5 5 5.5 18.8 6.1 5 79.4 69 25 5 NA 11.7 81.7 67.7 25.1 5
19790415 83.4 5 5 10.3 7.8 7.2 5.6 5 5 5.4 17.3 5 5 75.1 64.5 21.5 5 NA 8.4 80.2 64.2 24.3 5
19790416 81.4 5 5 8.8 7.5 7 5.2 5 5 5.5 16.3 5 5 72.5 61.2 18.9 5 NA 5 77.4 61.5 22.4 5
19790417 78.9 5 5 8.8 7.2 6.7 5.1 5 5 5.4 14.9 5 5 73.5 60.6 18.4 5 NA 5 79 61.5 22 5
19790418 77 5 5 8.8 7 6.4 5.1 5 5 5.4 15.2 5 5 76.1 61 18.5 5 NA 5 79.8 60.5 21.8 5
19790419 74.5 5 5 8.7 6.8 6.1 5.1 5 5 5.3 13.7 5 5 77 60.4 18 5 NA 5 81.3 60.5 21.4 5
19790420 72.9 5 5 8.7 6.6 5.9 5.1 5 5 5.3 14.5 5 5 80.5 60.3 17.6 5 NA 5 83.7 61.1 21.1 5
19790421 70.5 5 5 8.7 6.4 5.6 5.1 5 5 5.1 13.1 5 5 81.4 59.7 17.1 5 NA 5 85.2 61.1 20.7 5
19790422 68.5 5 5 8.6 6.2 5.3 5 5 5 5.1 13.4 5 5 84 60 17.2 5 NA 5 86 60.1 20.4 5
19790423 66 5 5 8.6 6 5 5 5 5 5 11.9 5 5 85 59.4 16.7 5 NA 5 87.6 60.1 20 5
19790424 55.8 5 5 8.4 5.8 5 5 5 5 5 10.8 5 5 84.6 58.7 16.1 5 NA 5 74.1 51.2 18 5
19790425 49.2 5 5 8.3 5.8 5 5 5 5 5 10.2 5 5 84.1 58.4 15.9 5 NA 5 65.1 44.8 15.8 5
19790426 39 5 5 8.1 5.6 5 5 5 5 5 9 5 5 83.7 57.7 15.3 5 NA 5 51.6 35.9 13.7 5
19790427 32.1 5 5 7.8 5.4 5 5 5 5 5 8 5 5 84.1 57.5 14.7 5 NA 5 41 29.2 11.3 5
19790428 21.8 5 5 7.6 5.2 5 5 5 5 5 6.8 5 5 83.7 56.8 14 5 NA 5 27.5 20.3 9.2 5
19790429 15.3 5 5 7.5 5.2 5 5 5 5 5 6.2 5 5 83.2 56.6 13.9 5 NA 5 18.5 13.9 7 5
19790430 5 5 5 7.3 5 5 5 5 5 5 5 5 5 82.8 55.8 13.2 5 NA 5 5 5 5 5
19790501 5 5 5 7 5 5 5 5 5 5 5 5 5 79.5 53.7 12.4 5 NA 5 5 5 5 5
19790502 5 5 5 6.6 5 5 5 5 5 5 5 5 5 75.5 51.3 11.2 5 NA 5 5 5 5 5
19790503 5 5 5 6.3 5 5 5 5 5 5 5 5 5 72.1 49.2 10.4 5 NA 5 5 5 5 5
19790504 5 5 5 5.9 5 5 5 5 5 5 5 5 5 68.2 46.8 9.4 5 NA 5 5 5 5 5
19790505 5 5 5 5.7 5 5 5 5 5 5 5 5 5 64.9 44.7 8.5 5 NA 5 5 5 5 5
19790506 5 5 5 5.3 5 5 5 5 5 5 5 5 5 60.9 42.3 7.4 5 NA 5 5 5 5 5
19790507 5 5 5 5 5 5 5 5 5 5 5 5 5 57.5 40.2 6.5 5 NA 5 5 5 5 5
19790508 5 5 5 5 5 5 5 5 5 5 5 5 5 54.5 37.4 6.3 5 NA 5 5 5 5 5
19790509 5 5 5 5 5 5 5 5 5 5 5 5 5 48.3 33.9 6.2 5 NA 5 5 5 5 5
19790510 5 5 5 5 5 5 5 5 5 5 5 5 5 45.3 31.2 6 5 NA 5 5 5 5 5
19790511 5 5 5 5 5 5 5 5 5 5 5 5 5 41 27.6 5.8 5 NA 5 5 5 5 5
19790512 5 5 5 5 5 5 5 5 5 5 5 5 5 38 24.8 5.6 5 NA 5 5 5 5 5
19790513 5 5 5 5 5 5 5 5 5 5 5 5 5 31.8 21.3 5.5 5 NA 5 5 5 5 5
19790514 5 5 5 5 5 5 5 5 5 5 5 5 5 28.8 18.5 5.3 5 NA 5 5 5 5 5
19800102 38.2 64 5 5 5 5 5 5 5 5.3 10.1 5 7.2 20.5 10.5 6.4 89.1 NA 41.8 58.3 10.4 20.1 5
19800103 40.1 59.9 5.1 6.3 5.1 5 5.2 5 5 5.3 10.2 5 7.5 18.2 10.8 6.2 85.2 NA 43.6 58.3 10.3 19.2 5
19800104 42 55.8 5.1 7.4 5.2 5 5.6 5 5 5.4 10.3 5 8 16.2 11 6.1 78.3 NA 46.1 58.9 10.3 19.4 5
19800105 43.9 51.7 5.2 8.8 5.2 5 5.8 5 5 5.4 10.5 5 8.3 13.9 11.3 6 74.3 NA 47.9 58.8 10.3 18.5 5
19800106 47.3 48.6 5.3 9.8 5.3 5 6.2 5 5 5.5 10.8 5 8.8 11.6 11.5 5.8 67.4 NA 50.1 60.6 10.5 18.7 5
19800107 49.2 44.5 5.3 11.1 5.4 5 6.4 5 5 5.5 10.9 5 9.1 9.4 11.8 5.7 63.4 NA 51.9 60.6 10.5 17.8 5
19800108 51.1 40.3 5.4 12.3 5.5 5 6.8 5 5 5.6 11 5 9.6 7.3 12.1 5.6 56.5 NA 54.3 61.2 10.5 18 5
19800109 53 36.3 5.4 13.6 5.6 5 7 5 5 5.6 11.2 5 9.9 5.1 12.4 5.4 52.6 NA 56.1 61.1 10.5 17.1 5
19800110 56.7 36.5 5.4 12.7 5.6 5 7.2 5 5 5.6 11.8 5 9.3 5.1 12.1 5.5 56.4 NA 53.5 65.7 11.1 17.6 5
19800111 61.1 34.6 5.3 12 5.6 5 7 5 5 5.5 11.8 5 8.5 5.1 12 5.6 58.1 NA 50.4 67.3 11.5 18 5
19800112 64.8 34.8 5.2 11.1 5.6 5 7.2 5 5 5.5 12.4 5 7.9 5 11.7 5.6 61.9 NA 47.7 71.8 12.1 18.4 5
19800113 70.7 32.1 5.2 10.6 5.6 5 7.1 5 5 5.5 12.7 5 7 5 11.4 5.6 65.1 NA 45.6 73.3 12.7 18.7 5
19800114 74.4 32.3 5.1 9.7 5.7 5 7.3 5 5 5.4 13.3 5 6.4 5 11.1 5.7 68.9 NA 42.9 77.9 13.3 19.2 5
19800115 78.7 30.4 5.1 8.9 5.7 5 7.1 5 5 5.4 13.4 5 5.6 5 10.9 5.8 70.6 NA 39.9 79.5 13.7 19.6 5
19800116 82.5 30.6 5 8.1 5.7 5 7.3 5 5 5.4 14 5 5 5 10.6 5.8 74.4 NA 37.2 84 14.4 20 5
19800117 80.2 30.6 5 8.2 7.5 5.6 7.1 5.6 5 5.5 13.6 5 5.5 5 10.7 5.9 77.5 NA 40.3 86.6 19 23.3 5
19800118 78.8 30.2 5 8.5 9.4 6 6.8 5.9 5 5.7 12.7 5 6.2 5 10.7 6 77.5 NA 42 88.5 26.3 27.2 5
19800119 76.5 27.1 5.1 8.6 11.2 6.5 6.6 6.5 5 5.9 12.4 5 6.7 5 10.8 6.1 79.6 NA 45.1 90.1 30.9 29.7 5
19800120 75.1 27.1 5.1 8.9 13.1 7.1 6.4 7.1 5 6.1 12.1 5 7.4 5 10.9 6.1 82.8 NA 46.8 92 35.8 32.8 5
19800121 72 26.7 5.1 9 14.1 7.4 6 7.4 5 6 11.2 5 7.9 5 10.9 6.2 81.9 NA 50 94.6 40.1 36 5
19800122 69.3 26.7 5.1 9.2 15.9 8 5.8 8.1 5 6.2 10.8 5 8.4 5 10.9 6.3 84.9 NA 51 96.5 47.3 39.9 5
19800123 68.3 23.3 5.2 9.4 17.8 8.3 5.5 8.4 5 6.4 9.9 5 9.1 5 11 6.4 84 NA 54.7 98.1 52 42.4 5
19800124 65.6 23.3 5.2 9.6 19.6 8.9 5.3 9 5 6.6 9.6 5 9.6 5 11 6.4 87.1 NA 55.8 100 56.6 45.4 5
19800125 70.9 33.6 10.5 12.7 20.2 8.8 8.6 10.3 6.2 8.1 22.4 5 12.2 19.5 15.3 8.8 87.6 NA 61.8 99.8 62.9 48.9 5.1
19800126 76.1 43.8 15 16 20 8.4 11.1 11.8 8 10 34.4 5 14.8 30.8 18.7 10.4 88.3 NA 65.9 99.7 69 52.4 5.1
19800127 83.7 58 21.5 19.3 20.9 8.3 14.4 13.2 9.2 11.7 48 5 17.9 45.3 23 12.9 89.8 NA 71.9 99.5 75.7 56.4 5.2
19800128 88.9 67.4 25.5 21.3 20.9 8 16.9 14.5 10.4 13.2 60.6 5 20.3 56.1 26.5 14.6 90.4 NA 76.4 99.3 81.3 59 5.2
19800129 94.2 77.7 30.5 24.9 21.2 7.8 19.8 16 12.2 15.1 72.6 5 22.9 70.6 30.2 16.8 91 NA 80.6 99.2 87.6 62.5 5.4
19800130 99.4 88 35.3 27.7 21.4 7.5 22.6 17.4 13.4 16.6 85.4 5 25.5 81.8 34.1 18.6 91.6 NA 86.5 99 93.7 65.9 5.4
19800131 99.5 89.1 44.4 37.6 25.6 10.8 22.7 19.7 13.9 18.3 85.7 6.2 33.3 81.6 38.4 24 91.9 NA 86.8 99.1 94.1 70.6 7
19800201 99.5 90.1 51 45.6 31.1 14.8 22.7 22.5 14.4 20 87 6.2 41.3 82.5 42.4 29.1 92.2 NA 88.6 99.3 94.1 74 7.9
19800202 99.6 91.1 60.1 55.4 35.3 18.1 22.8 24.9 15 21.6 87.4 7.3 49 82.3 46.7 34.5 92.5 NA 88.9 99.4 94.5 78.7 9.6
19800203 99.7 92.6 67.5 65.3 41 22.8 23.6 26.4 14.6 22 87.2 8.5 59.9 83.2 52.1 39.4 97.6 NA 91.9 99.6 98.3 81.9 11.6
19800204 99.8 93.6 76.7 75.1 45.2 26.1 23.7 28.8 15.2 23.7 87.6 9.7 67.7 82.9 56.4 44.8 97.9 NA 92.2 99.7 98.7 86.6 13.3
19800205 99.8 94.6 83.3 83.1 50.7 30.1 23.6 31.6 15.7 25.4 88.9 9.7 75.6 83.9 60.4 49.9 98.1 NA 94 99.9 98.7 89.9 14.2
19800206 99.9 95.6 92.4 92.9 54.9 33.5 23.7 33.9 16.2 27 89.2 10.9 83.4 83.6 64.7 55.3 98.4 NA 94.3 100 99.1 94.6 15.9
19800207 99.9 95.2 92.5 90.7 52.7 30.6 27.6 33.9 16.8 26.2 89.8 11.4 83.3 82.2 66.3 54.7 95.7 NA 94.8 100 98.8 92.2 17
19800208 99.8 94.7 92.5 88.3 49.3 26.6 30.2 32.5 16.7 26.2 91.5 13 84.6 80.9 67.8 54.5 94 NA 95.3 100 98.5 90.3 18.7
19800209 99.8 94.2 92.5 86.1 47.2 23.8 34 32.5 17.3 25.3 92.1 13.5 84.5 79.5 69.4 53.8 91.3 NA 95.8 100 98.2 87.8 19.9
19800210 99.8 94.3 92.1 82.2 43.7 19.5 36.4 31.9 17.5 24.9 92.9 14.8 85.2 78.5 71.4 53.4 88.6 NA 95.8 100 97.4 86.7 21.5
19800211 99.7 93.9 92.2 80 41.6 16.6 40.2 31.9 18.1 24 93.5 15.3 85.2 77.1 73 52.8 85.9 NA 96.3 100 97.1 84.2 22.7
19800212 99.7 93.4 92.2 77.6 38.1 12.7 42.8 30.5 18 24.1 95.2 17 86.4 75.9 74.6 52.5 84.2 NA 96.9 100 96.8 82.3 24.4
19800213 99.6 92.9 92.3 75.4 36 9.8 46.7 30.5 18.5 23.2 95.8 17.5 86.4 74.5 76.2 51.9 81.5 NA 97.4 100 96.5 79.9 25.6
19800214 99.7 90.6 91.6 77.4 34.5 10.1 44 29.3 19 26.1 95.2 15.9 79.3 74.3 74.3 52.1 82.3 NA 95.1 100 95.9 82.1 22.8
19800215 99.7 87.6 91 80.3 32.7 10.4 41.3 28 19.1 30.4 94.4 14.2 74.8 76.2 73.9 52.1 82.1 NA 92.8 100 95.5 83.7 20.3
19800216 99.8 85.3 90.3 82.4 31.2 10.7 38.6 26.8 19.5 33.3 93.8 12.6 67.7 76.1 72.1 52.3 82.9 NA 90.6 100 95 86 17.5
19800217 99.8 83.1 89.1 84.8 29.4 10.7 36 25.5 19.5 37.2 91.5 10.2 61.9 78.2 71.4 53.2 83.7 NA 87 100 94.1 87.6 14.1
19800218 99.9 80.8 88.4 86.9 27.9 11 33.3 24.3 20 40.1 90.9 8.6 54.9 78 69.6 53.4 84.6 NA 84.8 100 93.5 89.8 11.4
19800219 99.9 77.8 87.8 89.8 26.1 11.3 30.6 22.9 20.1 44.4 90 6.9 50.3 80 69.2 53.4 84.4 NA 82.5 100 93.1 91.4 8.9
19800220 100 75.4 87.1 91.9 24.6 11.6 27.9 21.8 20.5 47.3 89.5 5.3 43.2 79.8 67.4 53.6 85.2 NA 80.3 100 92.5 93.6 6.1
19800221 99.5 75.5 87.4 91.9 26.7 14.1 27.9 21.3 20.1 46 89.7 5.3 50.3 78.8 67.2 52.1 86.9 NA 82.2 100 93.3 93.9 7.2
19800222 99.2 75.6 87.9 92.5 27.8 16.8 28 20.9 19.5 43.8 89.4 5.2 55.7 76.7 67.1 51.5 88.8 NA 84.1 100 93.9 93.9 7.9
19800223 98.7 75.6 88.2 92.5 29.9 19.3 28 20.5 19.1 42.5 89.6 5.2 62.7 75.7 66.9 49.9 90.5 NA 86 100 94.7 94.2 9
19800224 98.1 75.7 89.2 92.6 31.9 22.2 28 19.1 17.8 40.8 89.1 5.1 68.4 74.8 67 48.2 92.2 NA 88.1 100 95.2 93.6 9.7
19800225 97.6 75.7 89.4 92.6 34 24.7 27.9 18.7 17.3 39.6 89.3 5.1 75.5 73.8 66.8 46.7 93.9 NA 90 100 96 93.9 10.8
19800226 97.3 75.8 90 93.2 35.1 27.3 28 18.3 16.8 37.4 89 5 80.9 71.6 66.7 46.1 95.7 NA 91.9 100 96.6 93.8 11.5
19800227 96.8 75.8 90.2 93.3 37.2 29.9 28 17.9 16.3 36.1 89.2 5 87.9 70.6 66.5 44.5 97.5 NA 93.8 100 97.4 94.1 12.6
19800228 97.3 79 90.9 92.6 38.7 31.1 36.6 24.1 14.8 34.1 89.5 7.3 86.4 64.5 69.9 49.8 97.5 NA 94.4 100 97.4 92.8 13.1
19800229 97.6 81.9 91.7 93 42 32.1 44.3 27.6 13.3 30.5 88.8 7.4 85.1 59.7 73.5 54.8 97.7 NA 94.9 100 97.5 91.8 13.3
19800301 98.1 85 92.3 92.3 43.5 33.3 52.9 33.8 11.8 28.5 89.1 9.7 83.6 53.6 76.9 60.1 97.8 NA 95.5 100 97.5 90.5 13.7
19800302 98.6 84.8 92.4 92.5 45.7 34.3 59.9 38.3 11.1 26 90 12.1 81.6 46.1 79 65.4 98.2 NA 95.7 100 98.5 89.4 14.6
19800303 99.2 87.9 93 91.8 47.3 35.6 68.6 44.5 9.6 24 90.3 14.4 80.1 40 82.4 70.6 98.2 NA 96.3 100 98.5 88.2 15.1
19800304 99.4 90.8 93.8 92.2 50.5 36.5 76.2 48 8 20.4 89.6 14.4 78.8 35.2 86 75.6 98.4 NA 96.9 100 98.6 87.1 15.3
19800305 99.9 93.9 94.4 91.5 52.1 37.8 84.8 54.2 6.5 18.4 89.9 16.8 77.3 29.1 89.4 80.9 98.5 NA 97.4 100 98.6 85.8 15.8
19800306 97.8 93.8 94.4 91.7 46.9 35.3 78.5 46 6.3 17.1 87.2 14.4 72.7 28.6 82.6 75.5 97.6 NA 94.7 100 98.6 84.8 14.1
19800307 95.3 93.8 93.8 90.8 39.6 32.9 70.2 40.5 6.1 15.8 84.1 14.4 67.9 27.9 75.3 70.9 95.1 NA 91.7 100 98.6 84.1 13.1
19800308 93.2 93.7 93.8 91 34.4 30.5 63.8 32.3 5.8 14.5 81.4 12.1 63.3 27.4 68.6 65.5 94.1 NA 89 100 98.6 83.1 11.4
19800309 91.2 96.1 94.9 92.8 28.3 28 57.5 26.9 5.7 13.6 78.3 9.7 58.3 26.8 61.9 61.1 93.2 NA 87.1 100 99.6 83.8 9.8
19800310 89.1 96 94.9 93.1 23.1 25.6 51.1 18.7 5.4 12.2 75.6 7.4 53.7 26.4 55.2 55.7 92.2 NA 84.3 100 99.6 82.8 8.1
19800311 86.6 95.9 94.3 92.2 15.9 23.1 42.8 13.2 5.3 10.9 72.4 7.3 48.9 25.6 47.9 51.1 89.7 NA 81.4 100 99.6 82.1 7.1
19800312 84.5 95.8 94.3 92.4 10.7 20.7 36.4 5 5 9.6 69.7 5 44.3 25.2 41.2 45.7 88.8 NA 78.6 100 99.6 81.1 5.4
19800313 84.3 84.8 87.9 91 11.6 20.5 37.8 5.7 5 10.1 66.4 5 45.3 23.5 40.3 42.9 85.4 NA 77 99.9 99.2 77.7 5.4
19800314 84.2 77.1 82.1 88.6 12.5 19.5 39.1 6.2 5 10.2 62 5 46.9 20.9 40.3 40.6 80.2 NA 76.5 99.9 98.9 74 5.3
19800315 84.1 66 75.8 87.2 13.4 19.3 40.4 6.9 5 10.7 58.7 5 47.9 19.1 39.3 37.9 76.9 NA 74.8 99.8 98.5 70.6 5.2
19800316 83 56.9 71.5 84.9 13.3 18.3 42.3 7.3 5 10.4 53.4 5 49.8 16.5 39.1 35.3 70.9 NA 73.4 99.7 97.9 67.2 5.2
19800317 82.9 45.9 65.1 83.6 14.2 18.1 43.6 8 5 10.8 50 5 50.7 14.8 38.2 32.5 67.5 NA 71.8 99.6 97.4 63.8 5.1
19800318 82.7 38.1 59.3 81.1 15 17.1 45 8.5 5 11 45.6 5 52.4 12.2 38.2 30.2 62.3 NA 71.3 99.6 97.2 60.1 5.1
19800319 82.6 27.1 53 79.8 15.9 16.9 46.3 9.2 5 11.4 42.3 5 53.3 10.4 37.2 27.5 59 NA 69.6 99.5 96.8 56.7 5
19800320 82 23.4 47.5 77.2 14.9 18.1 43 8.5 5 10.4 40.1 5 51.7 11 35.9 27.1 59 NA 67.4 99.6 96.9 56.1 5.1
19800321 81.1 21.1 43.3 74.5 14 18.6 39.2 8 5 9.7 40 5 50.3 10.4 33.8 26.6 58.5 NA 65.4 99.6 97 55.3 5.3
19800322 80.5 17.5 37.8 71.9 13 19.8 36 7.3 5 8.7 37.8 5 48.8 11 32.4 26.3 58.6 NA 63.2 99.7 97.1 54.6 5.4
19800323 79.1 14.6 31.3 67.8 11.8 21.2 32.3 6.9 5 7.9 37.2 5 47.2 11.5 30.6 25.7 57.8 NA 58.4 99.8 93 54.3 5.6
19800324 78.5 10.9 25.8 65.2 10.7 22.4 29 6.2 5 6.8 35 5 45.6 12.1 29.2 25.4 57.8 NA 56.1 99.9 93.1 53.6 5.7
19800325 77.7 8.7 21.7 62.5 9.8 23 25.2 5.7 5 6.1 34.9 5 44.2 11.5 27.2 24.9 57.3 NA 54.1 99.9 93.2 52.8 5.8
19800326 77.1 5 16.2 59.9 8.8 24.2 22 5 5 5.1 32.7 5 42.6 12.1 25.8 24.5 57.3 NA 51.9 100 93.3 52.1 6
19800327 76.4 5 17 59 8.7 27.7 22.3 5 5 5.3 32.5 5 38.6 11.2 25.7 24.7 50.8 NA 47 99.7 93.3 57.1 5.8
19800328 76 5 17.7 59.9 8.7 30.2 22.9 5 5 5.4 31.5 5 35.1 11.2 25.8 24.9 41 NA 43.8 99.2 93.3 63.9 5.7
19800329 75.3 5 18.5 58.9 8.6 33.7 23.2 5 5 5.6 31.3 5 31.1 10.3 25.7 25.1 34.4 NA 38.9 98.9 93.2 68.8 5.6
19800330 75.9 5 19.1 60 8.4 37.3 21.6 5 5 5.9 30.1 5 26.8 9.4 25.5 25.2 27.9 NA 35.3 98.4 93.2 74.1 5.4
19800331 75.2 5 19.9 59 8.3 40.8 21.9 5 5 6.1 29.9 5 22.8 8.5 25.4 25.4 21.4 NA 30.4 98.1 93.1 79.1 5.3
19800401 74.8 5 20.6 59.9 8.2 43.4 22.5 5 5 6.1 28.9 5 19.3 8.5 25.4 25.6 11.5 NA 27.2 97.6 93.2 85.8 5.1
19800402 74.1 5 21.4 59 8.1 46.9 22.8 5 5 6.4 28.7 5 15.3 7.6 25.4 25.8 5 NA 22.3 97.3 93.1 90.8 5
19800403 70.2 5 19.3 55.6 7.7 40.4 20.2 5 5 6.1 26.4 5 13.6 7.1 24.2 24.6 5 NA 21.3 95.9 92.8 83.2 5
19800404 67.6 5 16.8 51.3 7.5 36 18.2 5 5 6.1 25.3 5 12.5 7.1 23.2 23 5 NA 20.7 93.8 92.2 73.4 5
19800405 63.6 5 14.7 47.9 7.1 29.5 15.6 5 5 5.8 23.1 5 10.9 6.6 22 21.9 5 NA 19.7 92.3 91.9 65.7 5
19800406 59.3 5 12.3 44 6.6 23.2 13.7 5 5 5.6 20.5 5 9.4 6.1 21 20.5 5 NA 19.1 91.1 91.5 55.5 5
19800407 55.3 5 10.2 40.6 6.2 16.7 11.1 5 5 5.3 18.3 5 7.8 5.5 19.8 19.4 5 NA 18.1 89.6 91.1 47.9 5
19800408 52.7 5 7.7 36.3 6 12.4 9.2 5 5 5.3 17.2 5 6.7 5.5 18.8 17.8 5 NA 17.4 87.6 90.6 38.1 5
19800409 48.8 5 5.6 32.9 5.6 5.9 6.5 5 5 5 15 5 5 5 17.7 16.6 5 NA 16.5 86.1 90.3 30.5 5
19800410 43.6 5 5.5 28.3 5.5 5.7 6.3 5 5 5 13.5 5 5 5 16.2 15.2 5 NA 16.4 82.2 84.5 28.2 5
19800411 40.2 5 5.5 25.3 5.4 5.6 6.2 5 5 5 12.4 5 5 5 15.5 13.5 5 NA 17 78.8 80.6 26.8 5
19800412 35 5 5.4 20.7 5.3 5.5 5.9 5 5 5 10.9 5 5 5 14 12.1 5 NA 16.9 74.9 74.9 24.6 5
19800413 29.9 5 5.2 17.3 5.3 5.4 5.6 5 5 5 10 5 5 5 13.2 10.8 5 NA 17.5 71.9 71.1 22.7 5
19800414 24.8 5 5.1 12.7 5.2 5.2 5.3 5 5 5 8.5 5 5 5 11.8 9.4 5 NA 17.4 68 65.4 20.4 5
19800415 21.3 5 5.1 9.6 5.1 5.1 5.3 5 5 5 7.5 5 5 5 11 7.7 5 NA 18 64.6 61.5 19 5
19800416 16.1 5 5 5 5 5 5 5 5 5 5.9 5 5 5 9.6 6.2 5 NA 17.9 60.7 55.8 16.8 5
19801224 73.6 89.3 6.1 5 5 5 5.5 10.1 5 5.2 27.9 5 7 5 10.1 5.3 97 NA 47.1 97 28.4 42.1 5
19801225 76.9 89.3 11.1 10 7.6 5.7 7.5 11.2 5.5 6.9 31.5 8.5 11.9 9.5 12.1 6.5 97.1 NA 49.8 97 32.6 44.6 6.7
19801226 76.9 89.1 19.6 16.8 12.1 7.2 10.6 12.7 6.1 9.1 36.2 15.6 21.7 16.6 15.4 8.2 97.2 NA 55 97.1 37.7 49.3 10
19801227 80.2 89.4 25.7 25 14.7 7.9 13.5 15 7.2 12 42.5 19.2 26.6 19.7 17.8 9.6 97.4 NA 58 97.1 42 52.2 11.7
19801228 80.2 91.3 30.6 30 17.3 8.7 15.5 16.5 7.7 13.7 47.4 22.7 31.5 24.1 20.1 10.8 97.5 NA 61.3 97.2 49.8 54.9 13.3
19801229 83.5 91.3 35.5 35.5 20.2 10 17.9 17.6 8.3 15.4 52.1 27 37.3 28.8 22.5 12.3 97.5 NA 66.5 97.2 54.8 57.7 15
19801230 83.5 91 44 41.8 24.3 10.9 20.6 19.1 8.8 17.6 55.7 33.3 46.2 35.7 25.4 13.7 97.7 NA 69.2 97.3 59.1 62 18.3
19801231 86.8 92.7 50.3 50.5 27.3 12.2 23.9 21.3 9.9 20.5 63 37.6 52 40.7 28.3 15.6 98.4 NA 74.6 99.7 64.6 66 20
19810101 89.7 92.7 55.1 55.5 29.2 12.9 25.9 22.4 10.5 22.2 66.7 41.1 56.8 43.8 29.9 16.6 94.2 NA 77.3 99.7 68.8 68.4 21.6
19810102 90.1 92.5 63.7 61.8 33.3 13.8 28.6 23.9 11 24.5 70.4 47.5 65.6 50.7 32.8 18 94.3 NA 80.1 99.8 73.1 72.9 25
19810103 93 92.5 68.6 67.3 36.3 15.1 31 25 11.6 26.2 75.1 51.7 71.5 55.3 35.2 19.5 94.3 NA 85.2 99.8 78.1 75.6 26.6
19810104 93.3 94.4 73.5 72.3 38.9 15.8 33 26.5 12.1 27.9 79.9 55.3 76.3 59.8 37.5 20.7 94.5 NA 88.6 99.9 85.9 78.3 28.3
19810105 96.3 94.7 79.6 80.5 41.5 16.6 35.9 28.7 13.2 30.7 86.2 58.8 81.2 62.9 39.9 22 94.6 NA 91.6 99.9 90.2 81.2 29.9
19810106 96.6 94.4 88.1 87.3 46 18 39 30.3 13.8 33 90.9 65.9 91 70 43.2 23.8 94.7 NA 96.7 100 95.3 85.9 33.3
19810107 99.6 94.4 93.1 92.3 48.6 18.8 41 31.3 14.3 34.7 94.6 69.4 95.9 74.5 45.2 25 94.8 NA 99.5 100 99.5 88.3 34.9
19810108 99.6 94.7 93.2 92.3 47.3 18.1 44 37 15.3 31.9 94.2 65.6 93.1 64.9 43.7 24.7 94.7 NA 98.3 100 99.1 86.8 34.1
